,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,Release Clause
1373,176237,J. Altidore,28,United States,76,76,Toronto FC,€8M,€10K,Right,3,4,3,2020,6'0,174lbs,49,76,77,67,70,66,52,70,68,73,63,70,51,81,75,69,91,66,80,32,77,71,75,70,15,34,27,€12M
1374,142959,M. Barbosa,33,Argentina,76,76,Villarreal CF,€3.9M,€22K,Right,1,2,1,2020,6'2,174lbs,12,11,13,38,12,11,36,17,42,43,48,75,47,25,63,41,62,12,37,22,12,40,24,56,13,15,11,€8.2M
1375,209519,G. Laborde,24,France,76,81,Montpellier HSC,€10.5M,€24K,Left,1,3,3,2022,5'11,172lbs,62,76,79,73,73,58,54,73,69,69,73,77,64,73,82,80,80,64,72,17,77,63,66,72,37,29,16,€21.8M
1376,178031,P. Baysse,30,France,76,76,Stade Malherbe Caen,€5.5M,€34K,Right,1,3,2,"Jun 30, 2019",6'0,181lbs,65,40,82,72,29,56,68,65,55,66,61,71,65,59,75,76,83,50,75,74,48,59,50,69,77,75,72,
1377,203888,Eric Botteghin,30,Brazil,76,76,Feyenoord,€5.5M,€13K,Right,1,2,2,2019,6'3,196lbs,30,25,82,61,20,25,63,60,35,33,33,70,34,59,77,64,91,40,76,76,23,32,42,67,77,78,70,€7.7M
1378,231280,Iván Alejo,23,Spain,76,81,Getafe CF,€10.5M,€20K,Right,1,3,3,2023,6'0,168lbs,76,73,47,76,56,54,71,77,73,86,74,69,60,70,69,63,65,64,45,39,72,68,47,61,48,39,42,€22.8M
1379,190577,S. Blanco,30,Argentina,76,76,Portland Timbers,€7.5M,€9K,Right,1,3,3,2018,5'6,141lbs,69,69,66,76,76,64,70,77,76,78,87,76,79,79,65,85,59,79,79,33,71,74,61,65,30,22,32,€11.3M
1380,213874,Thiago Mendes,26,Brazil,76,79,LOSC Lille,€8M,€28K,Right,1,3,4,2022,5'10,176lbs,67,63,59,78,60,65,74,75,74,82,78,76,74,81,68,84,66,79,77,75,70,75,60,75,69,75,74,€16.6M
1381,189043,D. Brosinski,29,Germany,76,76,1. FSV Mainz 05,€6M,€25K,Right,1,3,3,2020,5'10,154lbs,78,54,68,71,59,80,73,71,84,79,75,75,75,65,76,83,62,63,72,70,67,60,81,68,72,75,75,€10.8M
1382,203128,T. Monconduit,27,France,76,78,Amiens SC,€7.5M,€18K,Right,1,3,2,2021,6'0,183lbs,58,49,68,76,39,65,74,71,62,69,65,73,61,65,69,85,75,57,75,76,64,68,52,72,75,76,75,€15.6M
1383,146296,Andrés Fernández,31,Spain,76,76,Villarreal CF,€4.7M,€22K,Right,1,3,1,2021,6'2,181lbs,17,13,12,35,13,24,40,18,58,55,57,75,65,22,77,43,74,12,40,26,14,41,21,56,22,14,15,€9.8M
1384,223608,Eraso,28,Spain,76,76,CD Leganés,€8M,€29K,Right,1,3,3,2020,5'11,157lbs,64,78,54,80,59,53,79,75,59,59,44,84,58,70,73,85,67,75,82,67,81,72,53,80,47,64,57,€16.8M
1385,188536,S. Hanni,27,Algeria,76,77,Spartak Moscow,€9M,€1K,Right,1,4,4,2021,5'10,159lbs,74,74,57,74,70,71,69,75,76,74,77,74,75,76,34,79,65,75,53,51,75,77,67,74,60,54,45,€19.6M
1386,211321,M. Konaté,25,Senegal,76,80,Amiens SC,€10M,€20K,Right,1,4,3,2021,6'0,172lbs,60,76,76,62,65,46,36,73,84,88,79,76,70,73,85,71,74,57,37,24,76,56,78,68,12,17,15,€20.8M
1387,164985,C. Théréau,35,France,76,76,Fiorentina,€3.4M,€40K,Right,2,4,4,2019,6'2,174lbs,70,80,76,76,80,69,60,81,68,68,69,74,58,76,72,66,72,70,60,24,80,78,74,76,50,24,20,€5.7M
1388,215162,A. Donatti,31,Argentina,76,76,Racing Club,€5M,€19K,Right,1,4,2,2021,6'4,190lbs,38,53,86,70,36,68,68,62,49,54,52,71,34,80,86,69,85,67,76,72,55,35,48,56,75,75,71,€7.5M
1389,215930,T. Jedvaj,22,Croatia,76,83,Bayer 04 Leverkusen,€9.5M,€40K,Right,2,3,2,2023,6'0,181lbs,67,51,74,68,43,45,60,66,71,68,67,69,66,65,82,69,75,39,83,75,49,39,44,66,74,76,77,€18.1M
1390,219258,Pedro Henrique,25,Brazil,76,81,Vitória Guimarães,€8.5M,€10K,Left,1,2,2,2022,6'3,194lbs,29,35,71,67,23,29,42,63,48,47,42,73,33,68,37,76,90,37,81,78,32,35,43,75,75,79,73,€18.5M
1391,134779,J. Briand,32,France,76,76,FC Girondins de Bordeaux,€6M,€41K,Right,2,3,3,2020,5'11,185lbs,71,79,77,77,75,67,68,69,66,71,77,74,66,77,82,69,77,70,69,42,79,78,69,76,42,46,40,€11.4M
1392,177019,F. Lustenberger,30,Switzerland,76,76,Hertha BSC,€5.5M,€24K,Right,2,3,2,2019,5'11,154lbs,45,32,72,75,35,38,67,70,63,53,65,77,66,47,87,68,68,35,76,83,32,63,50,72,80,82,78,€9.4M
1393,197756,J. Ayew,26,Ghana,76,76,Crystal Palace,€8.5M,€31K,Right,2,3,4,"Jun 30, 2019",6'0,179lbs,70,75,76,73,71,77,60,78,76,77,78,76,75,76,70,79,70,74,75,40,74,69,74,69,36,52,35,
1394,204156,S. Sanogo,29,Ivory Coast,76,76,BSC Young Boys,€6M,€22K,Left,1,3,3,2021,6'0,179lbs,50,50,66,75,45,53,73,73,79,65,70,72,65,69,92,84,90,58,84,74,72,69,42,70,75,76,70,€9M
1395,184190,R. Thomas,30,France,76,76,Angers SCO,€5.5M,€21K,Left,2,3,2,2022,6'4,185lbs,42,22,75,69,18,39,68,67,51,53,52,69,50,64,67,55,82,28,72,78,28,37,55,73,77,76,74,€11M
1396,230528,Rafael Cachoira,30,Brazil,76,76,Paraná,€5.5M,€20K,Right,1,3,2,2021,6'2,185lbs,56,30,73,66,49,62,76,62,49,60,51,67,53,60,51,61,83,42,84,75,40,36,42,70,82,77,73,€10.5M
1397,201858,N. Sansone,26,Italy,76,77,Villarreal CF,€9M,€32K,Right,2,3,4,2021,5'9,150lbs,68,77,65,75,73,76,65,76,82,79,83,74,83,80,66,59,65,75,68,38,76,77,74,75,46,44,33,€19.6M
1398,201860,E. Bičakčić,28,Bosnia Herzegovina,76,76,TSG 1899 Hoffenheim,€6M,€31K,Right,2,3,2,2020,6'1,187lbs,38,24,74,63,42,32,59,58,53,61,54,73,61,59,65,61,83,45,87,75,33,41,39,63,74,76,74,€10.2M
1399,208004,J. Veltman,26,Netherlands,76,77,Ajax,€7.5M,€16K,Right,2,4,2,2020,6'0,165lbs,70,50,73,73,38,40,73,66,63,68,67,77,68,60,72,81,74,41,81,80,55,56,42,74,76,80,78,€11.1M
1400,203910,A. Knockaert,26,France,76,76,Brighton & Hove Albion,€8.5M,€44K,Left,1,3,4,2022,5'8,152lbs,75,71,59,73,61,75,64,80,75,72,90,72,84,73,72,72,54,70,80,52,74,74,68,73,58,40,34,€16.2M
1401,210822,Douglas Santos,24,Brazil,76,80,Hamburger SV,€8.5M,€12K,Left,1,3,3,2021,5'9,154lbs,80,49,59,68,50,68,64,76,77,79,79,75,79,74,71,77,48,68,66,73,73,62,53,66,72,73,77,€14.2M
1402,168326,S. Bocchetti,31,Italy,76,76,Spartak Moscow,€5M,€1K,Left,2,2,2,2020,6'1,190lbs,56,45,77,61,38,30,66,65,69,64,68,67,64,76,82,62,86,47,81,75,31,51,45,69,76,76,74,€10.5M
1403,211591,M. Dembélé,21,France,76,85,Olympique Lyonnais,€12M,€43K,Right,1,2,4,2023,6'0,163lbs,50,76,73,68,67,69,41,77,79,84,77,71,64,75,81,69,86,62,69,22,75,64,82,76,39,14,16,€25.2M
1404,220295,E. Valencia,28,Ecuador,76,76,Tigres U.A.N.L.,€8M,€55K,Right,2,3,4,2019,5'10,168lbs,70,75,71,68,65,71,63,74,88,87,80,72,77,80,90,80,74,74,57,42,74,67,70,73,25,40,42,€12.8M
1405,209288,F. Mollet,26,France,76,77,Montpellier HSC,€9M,€25K,Right,1,4,4,2022,5'7,148lbs,68,67,41,77,60,69,75,76,78,76,79,67,88,85,54,74,49,80,52,52,70,77,63,73,50,49,44,€18.7M
1406,233096,D. Dumfries,22,Netherlands,76,81,PSV,€8.5M,€13K,Right,1,2,3,2023,6'2,176lbs,77,47,73,69,28,50,65,69,80,84,68,72,53,66,83,88,87,40,76,68,69,58,43,67,68,76,74,€12.5M
1407,182152,Koo Ja Cheol,29,Korea Republic,76,76,FC Augsburg,€7.5M,€25K,Right,2,4,3,2019,6'0,174lbs,72,73,65,75,80,76,71,78,73,62,76,73,75,80,77,72,64,77,54,59,73,72,74,69,57,61,48,€12.8M
1408,215689,A. Petagna,23,Italy,76,81,SPAL,€10.5M,€25K,Left,1,3,3,"Jun 30, 2019",6'3,187lbs,58,75,77,75,62,54,56,78,52,68,56,72,62,76,69,74,92,56,60,18,78,70,65,71,57,20,15,
1409,210315,De Tomás,23,Spain,76,83,Rayo Vallecano,€11M,€105K,Right,1,3,3,"Jun 30, 2019",5'11,159lbs,50,79,74,68,75,53,42,72,66,73,72,69,75,81,78,65,80,78,54,22,75,48,75,62,53,16,20,
1410,213899,E. Balanta,25,Colombia,76,82,FC Basel 1893,€9M,€23K,Left,1,2,2,2020,5'11,185lbs,50,36,75,68,35,35,76,70,69,75,60,72,48,55,70,80,86,34,82,73,45,46,43,73,71,75,72,€15.3M
1411,200332,T. Koubek,25,Czech Republic,76,79,Stade Rennais FC,€7M,€21K,Right,1,2,1,2021,6'6,209lbs,13,12,13,14,19,18,20,20,22,27,25,65,29,22,53,28,79,17,31,11,12,39,20,54,14,12,16,€13.8M
1412,184716,J. Allen,28,Wales,76,76,Stoke City,€7.5M,€44K,Right,2,3,3,2022,5'6,137lbs,73,68,52,77,54,66,72,74,71,68,82,83,91,67,81,91,60,60,81,74,70,72,60,83,77,77,71,€14.3M
1413,188044,Alan Carvalho,28,Brazil,76,76,Guangzhou Evergrande Taobao FC,€8M,€21K,Right,2,3,3,2019,6'0,165lbs,64,74,74,68,76,75,59,77,83,78,86,75,75,72,81,74,74,68,47,39,78,72,74,70,41,12,18,€17.6M
1414,205965,S. Ristovski,26,FYR Macedonia,76,77,Sporting CP,€7.5M,€12K,Right,1,3,3,2022,5'11,159lbs,75,57,63,71,50,67,68,75,88,86,73,74,75,65,80,80,72,66,69,68,65,64,47,72,73,75,74,€15.6M
1415,188045,Maicón,28,Brazil,76,76,Antalyaspor,€8M,€19K,Right,1,3,3,2020,6'0,161lbs,76,73,76,73,62,64,72,70,90,89,85,74,64,74,76,79,71,62,66,45,75,65,65,66,52,41,26,€16M
1416,190607,D. Quintero,30,Colombia,76,76,Minnesota United FC,€7.5M,€10K,Right,1,3,4,2021,5'5,146lbs,70,73,55,72,72,75,70,75,88,87,93,74,83,73,65,74,58,75,77,24,75,77,59,75,29,23,21,€11.3M
1417,213648,P. Højbjerg,22,Denmark,76,81,Southampton,€10M,€38K,Right,2,4,3,2021,6'1,185lbs,66,58,63,79,60,69,74,79,59,64,68,75,65,78,63,74,75,69,78,74,64,74,51,69,70,74,64,€19.8M
1418,208017,I. Santini,29,Croatia,76,76,RSC Anderlecht,€7.5M,€23K,Right,1,4,3,2021,6'2,196lbs,33,81,84,69,76,39,44,72,50,47,47,75,43,80,74,81,90,74,78,40,76,62,77,73,35,35,25,€11.3M
1419,177553,Vieirinha,32,Portugal,76,76,PAOK,€4.3M,€1K,Right,2,4,4,2020,5'8,154lbs,79,73,55,76,65,74,70,80,80,75,84,76,85,75,69,75,54,75,74,74,74,74,66,72,72,70,70,€9M
1420,161938,M. Boselli,33,Argentina,76,76,Club León,€4.8M,€32K,Right,2,3,3,2023,6'1,165lbs,57,83,84,70,65,60,61,75,55,55,60,74,52,74,78,67,81,66,70,23,80,65,75,72,39,35,33,€8.2M
1421,173204,L. Antonelli,31,Italy,76,76,Empoli,€5M,€14K,Left,2,3,3,2021,6'0,174lbs,76,51,70,72,53,71,68,73,70,74,70,70,65,76,75,72,74,57,70,76,70,64,51,76,78,78,78,€9M
1422,222357,B. Embolo,21,Switzerland,76,86,FC Schalke 04,€12.5M,€24K,Right,2,4,3,2021,6'1,190lbs,59,74,69,72,64,65,70,74,76,79,69,73,73,76,73,71,83,62,63,41,78,69,66,73,26,28,22,€23.8M
1423,201878,V. Eysseric,26,France,76,77,Fiorentina,€9M,€53K,Right,2,4,3,2021,5'11,161lbs,82,70,52,79,70,76,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26,€16M
1424,212888,C. Salcedo,24,Mexico,76,80,Eintracht Frankfurt,€8.5M,€25K,Right,1,3,2,2022,6'1,183lbs,28,22,71,67,25,25,60,60,65,68,62,68,59,42,72,69,77,18,79,77,30,48,36,68,76,79,76,€15.1M
1425,182168,A. Ranocchia,30,Italy,76,76,Inter,€5.5M,€47K,Right,2,3,2,2019,6'5,179lbs,45,22,75,67,24,30,65,66,31,39,44,65,31,59,74,61,80,31,68,80,24,56,34,69,75,80,76,€9.4M
1426,199833,L. Unnerstall,27,Germany,76,78,VVV-Venlo,€6M,€12K,Right,1,1,1,"Jun 30, 2019",6'6,227lbs,10,13,10,26,15,13,24,19,28,37,19,72,20,14,40,35,82,12,36,21,13,42,16,58,11,17,15,
1427,223641,T. Baumgartl,22,Germany,76,81,VfB Stuttgart,€8.5M,€25K,Right,1,3,2,2022,6'3,196lbs,33,26,74,71,26,31,69,63,62,65,54,66,56,60,71,64,84,27,73,75,32,55,34,59,73,80,78,€15.1M
1428,236441,F. Bustos,22,Argentina,76,83,Independiente,€9M,€16K,Right,1,3,4,2022,5'6,146lbs,77,60,58,73,37,58,55,77,88,84,75,71,71,68,56,88,64,55,69,68,72,68,42,72,69,76,75,€14.4M
1429,194201,P. Jansson,27,Sweden,76,78,Leeds United,€7.5M,€38K,Right,1,3,2,2022,6'5,190lbs,29,29,73,67,41,49,59,66,54,68,53,69,31,68,54,68,90,50,80,75,28,50,39,69,77,77,75,€14.8M
1430,181402,W. Vainqueur,29,France,76,76,Antalyaspor,€6M,€18K,Right,2,3,3,2020,5'10,161lbs,64,50,62,74,56,52,71,73,71,68,64,76,70,75,73,91,80,62,80,80,56,64,32,76,70,74,71,€12M
1431,205469,S. Kverkvelia,26,Georgia,76,80,Lokomotiv Moscow,€8.5M,€1K,Right,1,2,2,2021,6'5,192lbs,36,40,73,57,34,34,64,42,69,74,41,72,36,48,71,79,86,30,68,82,24,51,36,75,79,78,74,€18.5M
1432,211101,Rubén Blanco,22,Spain,76,83,RC Celta,€8M,€14K,Right,1,3,1,2023,6'2,154lbs,18,18,15,35,19,18,29,10,54,52,52,66,57,25,62,44,35,15,22,22,11,37,22,57,25,11,11,€18.4M
1433,182941,P. Aguilar,31,Paraguay,76,76,Cruz Azul,€5M,€23K,Right,1,3,2,2018,5'11,176lbs,40,50,80,58,50,48,62,62,67,64,60,69,60,64,91,64,80,49,88,77,28,58,51,78,77,74,70,€8.5M
1434,233631,A. Ndiaye Diedhiou,21,Senegal,76,85,Getafe CF,€12M,€17K,Right,1,4,4,2022,5'8,139lbs,65,74,65,72,66,61,60,77,89,89,86,68,78,74,83,73,65,64,62,41,74,67,49,75,41,52,35,€27.6M
1435,168607,Rafinha,32,Brazil,76,76,FC Bayern München,€4.3M,€53K,Right,2,3,3,2019,5'8,150lbs,78,37,43,78,50,77,64,78,76,68,79,77,79,58,53,71,53,44,84,76,61,63,63,77,73,77,82,€7M
1436,163488,D. Limberský,34,Czech Republic,76,76,Viktoria Plzeň,€2.2M,€1K,Right,2,4,3,2020,5'11,179lbs,83,52,59,69,64,68,70,74,79,80,62,73,78,76,68,66,81,72,82,77,68,73,67,78,69,77,77,€4.8M
1437,165536,G. Cabral,32,Argentina,76,76,RC Celta,€4.4M,€21K,Right,2,3,2,2019,6'0,179lbs,35,26,79,63,28,33,59,61,38,36,59,74,63,50,81,73,78,29,82,78,40,49,47,71,75,74,78,€9.3M
1438,177569,J. De Guzmán,30,Netherlands,76,76,Eintracht Frankfurt,€7M,€32K,Right,2,4,3,2020,5'9,163lbs,79,68,52,79,69,79,77,81,75,69,79,74,85,84,78,77,64,79,61,61,69,77,69,70,50,54,50,€11.9M
1439,183714,S. Terodde,30,Germany,76,76,1. FC Köln,€7.5M,€23K,Right,2,4,3,2021,6'4,183lbs,50,79,80,64,77,38,40,72,63,63,54,75,56,79,65,68,84,71,74,23,78,58,71,77,37,42,19,€11.3M
1440,209827,J. Fernandes,29,Chile,76,76,Alanyaspor,€7.5M,€16K,Right,1,4,4,2020,6'0,172lbs,70,76,77,74,69,66,62,78,78,79,78,73,63,75,67,75,79,72,70,30,76,69,66,70,29,35,21,€15M
1441,189860,Kiko Femenía,27,Spain,76,77,Watford,€7M,€44K,Right,1,3,3,2021,5'9,134lbs,78,55,52,77,54,65,54,78,77,79,82,66,85,56,69,77,65,65,70,74,68,68,60,66,70,77,77,€13.8M
1442,201893,Recio,27,Spain,76,79,CD Leganés,€8M,€26K,Right,1,3,3,2022,6'0,163lbs,64,58,59,77,55,76,73,75,55,40,66,75,62,81,49,76,68,72,87,76,75,74,69,69,73,75,62,€17.4M
1443,147621,A. Samedov,33,Russia,76,76,Spartak Moscow,€4.7M,€1K,Right,2,3,4,2019,5'10,165lbs,75,73,59,80,61,86,69,77,76,77,78,74,73,73,64,78,68,74,71,42,71,72,81,72,50,52,47,€9.8M
1444,190885,A. Smith,27,England,76,76,Bournemouth,€6.5M,€51K,Right,1,3,3,2021,5'11,172lbs,74,43,64,74,43,64,63,74,77,80,72,74,69,72,49,76,65,68,66,74,68,69,48,72,74,78,76,€12.4M
1445,184999,Maurício,29,Brazil,76,76,PAOK,€6M,€1K,Right,1,4,3,2020,5'11,172lbs,65,65,66,80,70,77,76,79,77,72,74,71,69,76,83,77,67,76,70,71,73,75,69,74,73,75,73,€12.6M
1446,182184,D. Stephens,29,England,76,76,Brighton & Hove Albion,€7.5M,€46K,Right,1,3,3,2021,6'1,157lbs,70,63,65,79,69,67,76,73,62,57,66,77,65,67,92,89,70,69,80,78,68,74,44,77,65,75,71,€14.3M
1447,188840,Miguel Lopes,31,Portugal,76,76,Akhisar Belediyespor,€5M,€17K,Right,2,4,3,2020,6'0,183lbs,77,40,65,70,55,70,65,70,77,77,68,69,67,70,71,90,75,45,79,77,65,62,50,68,75,76,75,€10M
1448,194728,I. Belfodil,26,Algeria,76,78,TSG 1899 Hoffenheim,€9.5M,€35K,Right,2,2,3,2022,6'3,190lbs,65,74,75,72,68,74,62,78,68,72,59,70,41,77,71,75,86,67,82,29,75,72,66,73,30,39,15,€16.9M
1449,204713,J. Campbell,26,Costa Rica,76,77,Frosinone,€9M,€19K,Left,2,2,4,2021,5'10,159lbs,75,70,52,73,64,72,70,77,85,83,84,70,76,82,78,66,73,74,70,45,73,72,75,74,32,40,42,€16.9M
1450,235945,Marc Roca,21,Spain,76,87,RCD Espanyol,€11.5M,€17K,Left,1,3,3,2022,6'0,163lbs,66,59,42,80,44,66,75,76,60,60,67,72,64,43,59,77,66,65,69,75,60,73,55,70,77,76,74,€26.5M
1451,221354,M. Veljković,22,Serbia,76,83,SV Werder Bremen,€9.5M,€21K,Right,1,3,2,2022,6'0,170lbs,39,23,76,72,30,31,73,66,61,58,55,75,64,45,80,67,76,31,67,76,37,47,37,73,80,75,73,€18.1M
1452,205995,J. Willems,24,Netherlands,76,79,Eintracht Frankfurt,€8M,€25K,Left,2,4,3,2021,5'10,181lbs,86,54,67,75,53,84,71,78,79,76,73,74,83,78,77,75,75,68,73,70,68,77,46,71,71,73,72,€14.2M
1453,152747,A. Lennon,31,England,76,76,Burnley,€7M,€48K,Right,2,3,3,2020,5'5,139lbs,75,65,28,73,68,63,61,78,83,81,87,75,91,64,68,76,54,57,57,52,73,73,62,77,56,50,43,€13.3M
1454,172203,F. Forster,30,England,76,77,Southampton,€5.5M,€33K,Right,2,5,1,2022,6'7,205lbs,19,13,13,27,19,10,19,33,32,35,32,70,42,36,59,29,80,12,43,22,13,44,22,56,11,13,12,€10.9M
1455,192427,Júnior Caiçara,29,Brazil,76,76,Medipol Başakşehir FK,€6M,€24K,Right,2,4,3,2021,5'8,154lbs,74,43,55,79,51,70,74,75,84,77,77,74,88,71,69,81,52,62,74,70,72,69,75,67,72,77,75,€11.4M
1456,201389,C. Biraghi,25,Italy,76,78,Fiorentina,€7.5M,€42K,Left,1,3,3,2021,6'1,172lbs,78,40,65,72,46,68,69,71,77,78,73,74,72,79,70,77,71,65,74,75,58,56,64,70,75,77,73,€13.3M
1457,226221,Aritz Elustondo,24,Spain,76,80,Real Sociedad,€8.5M,€21K,Right,1,3,2,2022,5'11,157lbs,72,26,78,73,30,53,43,75,67,71,62,78,62,39,73,74,70,40,77,79,36,32,43,68,68,78,80,€18.5M
1458,230317,Fred Aníbão,26,Brazil,76,76,Atlético Paranaense,€5.5M,€12K,Right,1,2,1,2021,6'4,198lbs,9,7,8,15,11,12,18,21,31,33,42,77,23,21,69,23,84,8,41,27,21,71,19,66,14,7,8,€10.5M
1459,220334,O. Romero,25,Paraguay,76,77,Shanghai Greenland Shenhua FC,€9M,€16K,Left,1,4,3,2020,5'9,163lbs,72,74,52,76,53,76,74,78,79,76,79,69,85,72,74,72,60,73,48,39,69,75,69,62,42,24,25,€20M
1460,230318,Nelsildo Reis,30,Brazil,76,76,Botafogo,€4.9M,€17K,Right,1,3,1,2020,6'3,194lbs,33,22,18,17,21,21,18,23,55,50,71,68,47,24,69,42,78,18,40,28,11,64,17,63,10,16,18,€9.4M
1461,225199,V. Koziello,22,France,76,82,1. FC Köln,€10.5M,€19K,Right,2,4,4,2022,5'6,128lbs,72,65,49,79,63,72,74,78,78,75,90,76,92,65,62,76,34,59,85,77,75,77,60,77,54,75,71,€17.9M
1462,189615,A. Cresswell,28,England,76,76,West Ham United,€6M,€63K,Left,2,3,3,2021,5'9,146lbs,79,53,64,75,48,76,69,74,74,72,74,73,85,71,90,74,62,62,73,75,60,68,59,71,72,78,79,€11.4M
1463,225201,Alex Berenguer,22,Spain,76,81,Torino,€10.5M,€34K,Right,1,3,3,2022,5'9,161lbs,77,67,49,76,56,72,58,77,86,78,79,73,80,71,64,78,63,66,70,65,74,72,66,68,64,64,66,€18.6M
1464,163761,C. Davies,33,England,76,76,Derby County,€3.1M,€38K,Right,2,3,2,2020,6'2,196lbs,25,35,76,62,33,26,55,64,60,62,61,74,50,49,76,70,83,34,69,78,42,43,33,72,76,76,74,€5.9M
1465,186801,C. Kouyaté,28,Senegal,76,76,Crystal Palace,€6M,€46K,Right,2,3,3,2022,6'2,183lbs,53,65,79,68,50,39,64,73,65,75,62,79,57,74,77,88,84,63,84,77,72,63,52,72,74,77,75,€11.4M
1466,233138,Y. Kobayashi,30,Japan,76,76,Kawasaki Frontale,€7.5M,€12K,Right,1,4,3,2021,5'10,159lbs,70,76,72,67,66,57,57,75,82,81,86,75,67,77,64,84,65,72,45,31,76,70,72,64,24,24,26,€9.8M
1467,219571,Camarasa,24,Spain,76,83,Cardiff City,€10.5M,€20K,Right,1,3,3,"Jun 30, 2019",6'0,168lbs,60,67,57,78,59,57,75,77,65,55,66,72,69,76,72,73,74,69,73,70,72,76,56,69,70,73,68,
1468,197813,J. Martin,28,France,76,76,RC Strasbourg Alsace,€7.5M,€20K,Right,2,3,4,2020,6'0,154lbs,74,65,57,80,63,72,77,76,60,68,65,77,63,74,61,72,73,71,71,65,68,78,76,76,66,75,68,€15M
1469,206517,J. Grealish,22,England,76,84,Aston Villa,€11.5M,€18K,Right,1,3,4,2023,5'9,150lbs,69,60,36,78,66,71,71,81,77,72,84,65,82,62,34,72,48,69,48,41,68,77,58,75,40,38,36,€24.2M
1470,208053,D. Pelkas,24,Greece,76,79,PAOK,€10M,€1K,Right,1,3,4,2021,5'10,161lbs,70,66,46,76,71,74,73,76,83,78,81,66,84,74,48,68,44,76,39,31,72,76,67,72,47,30,26,€21.8M
1471,186805,J. Montero,28,Ecuador,76,76,Swansea City,€8M,€30K,Right,2,3,4,2020,5'8,154lbs,72,68,50,70,64,76,68,80,91,90,84,66,85,76,69,58,68,68,40,25,73,72,68,75,19,38,20,€15.2M
1472,200630,J. Forrest,26,Scotland,76,76,Celtic,€8.5M,€48K,Right,1,3,4,2022,5'9,170lbs,74,74,47,72,63,71,52,76,94,92,92,72,90,70,72,75,64,66,44,40,71,72,67,74,54,52,39,€15.3M
1473,178614,Varela,30,Cape Verde,76,76,PAOK,€5.5M,€1K,Right,1,3,2,2019,6'1,194lbs,59,43,75,56,38,51,51,62,69,66,58,70,72,45,82,75,87,42,78,74,44,52,54,68,73,77,74,€11.6M
1474,188599,M. Antenucci,33,Italy,76,76,SPAL,€4.8M,€17K,Right,1,4,4,2020,5'10,168lbs,59,80,61,74,73,76,56,78,75,69,77,78,73,77,60,68,64,70,61,30,80,71,75,76,32,36,32,€8.7M
1475,211385,R. Durmisi,24,Denmark,76,81,Lazio,€8.5M,€33K,Left,1,3,3,2023,5'6,148lbs,77,53,70,74,54,72,63,74,79,83,78,71,91,85,81,91,61,67,89,70,60,72,40,64,72,69,73,€15.1M
1476,158905,P. Schwegler,31,Switzerland,76,76,Hannover 96,€5M,€29K,Right,2,4,3,2020,5'10,163lbs,71,59,68,80,65,62,78,75,48,33,72,76,72,77,76,68,65,77,65,78,68,79,66,81,79,73,73,€9M
1477,158138,A. Hunt,31,Germany,76,76,Hamburger SV,€7M,€16K,Left,2,3,3,2020,6'0,161lbs,76,70,63,74,75,77,70,79,69,68,76,77,72,74,63,68,65,78,59,55,74,78,76,73,42,34,35,€11.2M
1478,198843,Aday Benítez,30,Spain,76,76,Girona FC,€5.5M,€26K,Right,1,4,3,2021,5'10,165lbs,76,55,63,75,43,66,62,80,70,74,79,75,68,47,35,79,55,39,62,71,65,53,68,60,68,77,75,€11.6M
1479,226491,K. Tierney,21,Scotland,76,86,Celtic,€11M,€32K,Left,1,3,3,2023,5'10,172lbs,75,49,59,72,27,72,64,73,87,91,73,72,74,79,65,88,75,66,82,71,64,70,36,74,72,73,74,€22M
1480,220604,Jaume,27,Spain,76,78,Valencia CF,€6M,€23K,Right,1,3,1,2022,6'1,161lbs,30,11,16,32,18,25,32,32,58,58,60,69,59,42,72,45,68,12,21,25,16,43,25,56,20,12,22,€13.1M
1481,219581,S. Gigot,24,France,76,81,Spartak Moscow,€8.5M,€1K,Right,1,2,2,2022,6'2,183lbs,68,20,73,67,25,34,71,63,60,69,61,75,57,44,63,73,83,27,79,76,39,51,56,67,77,73,75,€18.5M
1482,190653,I. Brizuela,27,Mexico,76,76,Guadalajara,€8M,€36K,Right,1,4,4,2021,5'7,146lbs,73,65,50,72,61,69,65,79,90,92,90,68,78,72,66,80,68,69,70,43,69,66,60,72,40,50,42,€13.6M
1483,193470,A. Souquet,26,France,76,77,KAA Gent,€7.5M,€19K,Right,2,3,3,2022,5'10,161lbs,74,59,70,75,39,62,71,77,75,74,68,72,65,59,67,75,70,41,66,71,74,69,49,72,73,78,77,€11.8M
1484,193983,A. Delort,26,France,76,77,Montpellier HSC,€9M,€30K,Right,2,3,3,"Jun 30, 2019",5'11,183lbs,67,75,76,70,76,41,57,71,72,76,71,69,72,84,78,77,82,72,73,23,74,71,70,73,31,20,24,
